material_id,formula_pretty,icsd,crystal_system,symbol,number,point_group,nsites,nelements,volume,density,energy_per_atom,formation_energy_per_atom
mp-780275,AgBO3,,Trigonal,R-3c,167.0,-3m,10.0,3.0,109.9353807286680,5.035218550839830,-6.3743721640000000,-1.5039693824166700
mp-985292,AgBO3,,Cubic,Pm-3m,221.0,m-3m,5.0,3.0,42.26372548752630,6.548744367105120,-5.419856482,-0.5494537004166670
mp-1178562,AgBrO3,,Trigonal,R3m,160,3m,5,3,77.2650683135975,5.06704994239951,-4.149789242,-0.304659148583333
mp-776199,AgClO3,,Monoclinic,P2_1/c,14,2/m,20,3,309.045932376099,4.11192388724728,-4.303997147,-0.399765387583333
mp-775761,AgClO3,,Cubic,P2_13,198,23,20,3,291.059723328838,4.36602267417872,-4.32101794,-0.416786180583333
mp-27941,AgClO3,['icsd-30227'],Tetragonal,I4/m,87,4/m,20,3,307.063628115988,4.1384691485306,-4.314317366,-0.410085606583333
mp-1178561,AgClO3,,Trigonal,R3m,160,3m,5,3,76.8440581875313,4.13426028494186,-4.259784518,-0.355552758583333
mp-753176,AgCO3,,Trigonal,R-3c,167.0,-3m,10.0,3.0,113.34598203986200,4.91885954703674,-6.617188799,-1.2369312730833300
mp-891880,AgGeO3,,Orthorhombic,Pbam,55.0,mmm,80.0,3.0,1210.6981013108800,5.014545624641300,-5.799611460375,-1.3404814619583300
mp-891854,AgGeO3,,Orthorhombic,Pmma,51.0,mmm,10.0,3.0,152.23687320929300,4.984913262721490,-5.797279927,-1.3381499285833300
mp-779706,AgGeO3,,Orthorhombic,P2_12_12,18.0,222,20.0,3.0,292.255893683804,5.193309183747750,-5.7934255285,-1.3342955300833300
mp-759939,AgGeO3,,Orthorhombic,Pmma,51.0,mmm,10.0,3.0,113.78514352920600,6.66947885108977,-5.771882732,-1.3127527335833300
mp-779664,AgGeO3,,Orthorhombic,Pmc2_1,26.0,mm2,10.0,3.0,152.22963156576700,4.985150397663500,-5.797829883,-1.3386998845833300
mp-27384,AgIO3,['icsd-14100'],Orthorhombic,Pca2_1,29,mm2,40,3,626.077566461709,5.99992207591981,-4.555235327,-0.726037629583333
mp-1202188,AgIO3,['icsd-188065'],Orthorhombic,Pbca,61,mmm,40,3,589.652032046087,6.37056502496401,-4.544292077,-0.715094379583334
mp-849271,AgIO3,,Orthorhombic,Pnma,62,mmm,20,3,331.97990780951,5.65759632418356,-4.5277654535,-0.698567756083333
mp-1178556,AgPbO3,,Trigonal,R-3,148.0,-3,10.0,3.0,146.41846842959500,8.23510787178762,-5.125327082,-0.8482732405833330
