nsites,nelements,formula_pretty,volume,density,crystal_system,symbol,number,point_group,symprec,version,material_id,energy_per_atom,formation_energy_per_atom,e_total,e_electronic,icsd
20.0,3.0,LiBeH3,175.24459069597393,0.7192702054379653,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-24818,-3.490937505,-0.32563473166666695,,,['icsd-162775']
20.0,3.0,LiBeH3,154.36249672370604,0.8165727778904707,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-977298,-3.4789126679999995,-0.3136098946666664,,,['icsd-162772']
30.0,3.0,LiBeH3,240.92685775587546,0.7847706183063233,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-24817,-3.494190199333333,-0.328887426,,,['icsd-162771']
10.0,3.0,LiBeH3,90.21956436586642,0.6985636299496158,Monoclinic,C2,5.0,2,0.1,1.16.2,mp-1079676,-3.4883234529999996,-0.3230206796666664,,,['icsd-162774']
20.0,3.0,LiBeH3,124.61285701070099,1.011518520444171,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-24342,-3.3899778135,-0.22467504016666667,,,['icsd-173447']
30.0,3.0,LiBeH3,247.51939548406978,0.7638687011089059,Orthorhombic,Cmcm,63.0,mmm,0.1,1.16.2,mp-977148,-3.4892464823333333,-0.323943709,,,['icsd-162773']
60.0,3.0,LiBeH3,485.255000416245,0.7792699465868228,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-570218,-3.4942290168333328,-0.32892624349999977,,,['icsd-162770']
5.0,3.0,LiBeO3,43.1416576665112,2.461513393735289,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-982975,-5.445053,-1.3473726269166668,,,
5.0,3.0,LiBO3,36.18478119222366,3.0173120339394766,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1185302,-5.925629018,-1.2399528637500006,,,
5.0,3.0,NaLiO3,56.52694344651089,2.289246331384625,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-975990,-4.35389962,-0.7395967612270112,,,
10.0,3.0,LiMgH3,92.74378492412484,1.227173873956212,Trigonal,R3c,161.0,3m,0.1,1.16.2,mp-23736,-3.103539746,-0.3660635356666667,10.597480923374194,3.9337717433333346,"['icsd-181326', 'icsd-159173']"
5.0,3.0,LiMgO3,62.56273528519409,2.10329822220233,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1185356,-4.987464342,-1.3176105319166667,,,
5.0,3.0,LiAlO3,51.03133026460131,2.665668053423011,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1185313,-6.204398784,-2.1054858179166667,,,
5.0,3.0,LiSiO3,43.19374764725567,3.1917989373979303,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1185414,-6.829866491999999,-2.395005085916666,,,
100.0,3.0,LiPO3,1215.86885289899,2.3466647638546436,Monoclinic,Pc,7.0,m,0.1,1.16.2,mp-1202801,-7.135393510700001,-2.702935209283334,,,['icsd-638']
100.0,3.0,LiPO3,1212.1365465148035,2.3538904117446133,Monoclinic,P2/c,13.0,2/m,0.1,1.16.2,mp-557189,-7.1338721425000005,-2.701413841083334,,,['icsd-51630']
60.0,3.0,LiPO3,703.0385066061369,2.435061437820981,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-29195,-7.136383174833333,-2.7039248734166668,,,['icsd-85714']
5.0,3.0,KLiO3,66.36897884792486,2.3528001362383453,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1184939,-4.32660995,-0.7547323605166667,,,
10.0,3.0,LiCaH3,97.42053789603402,1.7059658960518782,Trigonal,R-3c,167.0,-3m,0.1,1.16.2,mp-1079935,-3.3996828279999995,-0.5811426516666665,,,['icsd-168713']
5.0,3.0,LiCaO3,53.99772204566962,2.921970902133616,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-975333,-5.401248822,-1.650331045916667,,,
5.0,3.0,LiCaF3,53.210154981331215,3.2459905178423076,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1017626,-5.543299104,-3.6135071741666662,,,"['icsd-236756', 'icsd-236757']"
10.0,3.0,LiScI3,325.35521750043375,4.41588947498251,Hexagonal,P-6c2,188.0,-6m2,0.1,1.16.2,mp-28835,-3.910419103,-1.3781208986666669,,,['icsd-73339']
5.0,3.0,LiTiCl3,124.4014875171025,2.151293405634958,Tetragonal,P4/mmm,123.0,4/mmm,0.1,1.16.2,mp-675460,-4.831463749999999,-1.761458777333333,,,
20.0,3.0,LiTiCl3,537.6464541027924,1.991078692731824,Monoclinic,Cm,8.0,m,0.1,1.16.2,mp-676210,-4.938586685,-1.8685817123333333,,,
10.0,3.0,LiVO3,109.48133773155732,3.2118540454822346,Monoclinic,C2/m,12.0,2/m,0.1,1.16.2,mp-754098,-7.483950119000001,-2.317371104916668,,,
20.0,3.0,LiVO3,231.8214352176776,3.033697700712837,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-19373,-7.574862678000001,-2.408283663916668,,,"['icsd-2899', 'icsd-51443']"
10.0,3.0,LiVO3,104.89827015989523,3.35218185163503,Monoclinic,C2/m,12.0,2/m,0.1,1.16.2,mp-1176521,-7.512539812,-2.345960797916667,,,
10.0,3.0,LiVO3,107.92854975417988,3.25806358279442,Monoclinic,C2,5.0,2,0.1,1.16.2,mp-763200,-7.5099917760000015,-2.3434127619166683,44.89189672333333,6.118999406666666,
20.0,3.0,LiVO3,272.33946013428664,2.5823512855942474,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-19440,-7.5945367915,-2.4279577774166676,7.466397656678406,3.424615656666667,
20.0,3.0,LiVF3,271.50698533318666,2.810372255258703,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-777676,-6.3415311270000005,-2.996077959166667,,,
90.0,3.0,LiVF3,1175.1438629504703,2.9219066297814273,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-849502,-6.317487076555556,-2.9720339087222225,,,
80.0,3.0,LiVF3,1037.140391065542,2.9428444027925225,Orthorhombic,Pbca,61.0,mmm,0.1,1.16.2,mp-782665,-6.358289442375001,-3.0128362745416672,,,
20.0,3.0,LiVF3,229.38442176141814,3.3264495157519893,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-752911,-6.3760113794999995,-3.0305582116666665,,,
10.0,3.0,LiVF3,118.24506596419597,3.22650121790436,Trigonal,R-3,148.0,-3,0.1,1.16.2,mp-752607,-6.366718601,-3.021265433166666,,,
20.0,3.0,LiVF3,235.5484779962295,3.23939982622827,Cubic,P2_13,198.0,23,0.1,1.16.2,mp-778509,-6.3406433275,-2.9951901596666666,,,
10.0,3.0,LiVF3,119.44021064285687,3.194216146231122,Monoclinic,P2_1/m,11.0,2/m,0.1,1.16.2,mp-752619,-6.332621882,-2.9871687141666663,,,
10.0,3.0,LiVF3,175.08356519984343,2.179061460789815,Hexagonal,P6_3/mmc,194.0,6/mmm,0.1,1.16.2,mp-753024,-6.320171929,-2.974718761166667,,,
20.0,3.0,LiVF3,239.84395044135243,3.181383967722379,Orthorhombic,Pnna,52.0,mmm,0.1,1.16.2,mp-777894,-6.3842221985,-3.0387690306666664,,,
20.0,3.0,LiVF3,252.65339511939445,3.0200888388170584,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-756643,-6.311386476,-2.9659333081666666,,,
10.0,3.0,LiVF3,107.34272053522622,3.5542032793873393,Trigonal,R3c,161.0,3m,0.1,1.16.2,mp-752764,-6.393293879,-3.0478407111666663,6.848850699451241,2.3246884176323936,
20.0,3.0,LiVF3,234.47751686904135,3.254195578655349,Cubic,P2_13,198.0,23,0.1,1.16.2,mp-777551,-6.3746445750000005,-3.0291914071666675,,,
40.0,3.0,LiVF3,471.76827114596836,3.234790236468577,Orthorhombic,Pccn,56.0,mmm,0.1,1.16.2,mp-777893,-6.3906481605,-3.0451949926666666,,,
10.0,3.0,LiVS3,207.54724512131145,2.4654792009840074,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-1176510,-5.822289908,-1.1418542005416668,,,
5.0,3.0,LiCrO3,49.7945631362843,3.5660568556971444,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1185311,-6.947906294000001,-1.667498999916667,,,
20.0,3.0,LiMnO3,183.1548558590623,3.984725537242191,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-1120793,-6.8745640015000005,-1.692363143002875,,,
30.0,3.0,LiMnF3,356.56221986689513,3.3216420491763126,Trigonal,P3,143.0,3,0.1,1.16.2,mp-758779,-6.376579277333334,-3.015504265086207,,,
90.0,3.0,LiMnF3,1192.9893344488517,2.9783302208766917,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-759048,-6.340042525111111,-2.9789675128639854,,,
30.0,3.0,LiMnF3,378.3071030561871,3.130715900096707,Trigonal,P-3,147.0,-3,0.1,1.16.2,mp-760095,-6.314641766333334,-2.9535667540862067,,,
10.0,3.0,LiMnF3,122.91408651380725,3.211923862837004,Orthorhombic,Pmma,51.0,mmm,0.1,1.16.2,mp-1176631,-6.374038946000001,-3.012963933752874,,,
10.0,3.0,LiMnF3,178.23643141457626,2.214983123367355,Hexagonal,P6_3/mmc,194.0,6/mmm,0.1,1.16.2,mp-859873,-6.31590179,-2.9548267777528734,,,
40.0,3.0,LiMnF3,486.47047624166396,3.2461635953947536,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-765090,-6.309294973999999,-2.9482199617528737,,,
10.0,3.0,LiMnF3,116.86376712032371,3.378212916463923,Orthorhombic,Cmcm,63.0,mmm,0.1,1.16.2,mp-758456,-6.3063770439999995,-2.945302031752874,,,
20.0,3.0,LiMnF3,239.30355142081717,3.2994971048989323,Cubic,P2_13,198.0,23,0.1,1.16.2,mp-776156,-6.362736642,-3.001661629752874,,,
20.0,3.0,LiMnF3,243.074602220817,3.2483088232629798,Cubic,P2_13,198.0,23,0.1,1.16.2,mp-763149,-6.375878756500001,-3.0148037442528746,,,
20.0,3.0,LiMnF3,240.40487802350825,3.2843816714393332,Orthorhombic,Pna2_1,33.0,mm2,0.1,1.16.2,mp-763362,-6.330681584,-2.969606571752874,,,
20.0,3.0,LiMnF3,295.1345693104732,2.6753266381153806,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-764783,-6.3178712595,-2.956796247252875,,,
20.0,3.0,LiMnF3,251.84407229309372,3.1351993633033053,Monoclinic,Cc,9.0,m,0.1,1.16.2,mp-762988,-6.3094670100000005,-2.948391997752874,,,
40.0,3.0,LiMnF3,496.5098535132229,3.180526507250842,Orthorhombic,Pna2_1,33.0,mm2,0.1,1.16.2,mp-777972,-6.3812011042500005,-3.0201260920028745,8.061932823333334,2.1933618366666665,
10.0,3.0,LiMnF3,113.94086423866416,3.4648735569142985,Hexagonal,P6_322,182.0,622,0.1,1.16.2,mp-754676,-6.383962293000001,-3.0228872807528746,7.897991783331048,2.2872717633333344,
20.0,3.0,LiMnF3,258.9370759337948,3.0493175697515778,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-765457,-6.3687901235,-3.0077151112528737,,,
80.0,3.0,LiMnF3,1054.1474032690624,2.996094749771859,Orthorhombic,Pbca,61.0,mmm,0.1,1.16.2,mp-777352,-6.3698282155,-3.008753203252874,,,
10.0,3.0,LiMnF3,127.30875709250624,3.101048950353377,Orthorhombic,Amm2,38.0,mm2,0.1,1.16.2,mp-778819,-6.3331525740000005,-2.9720775617528745,16.06179041666666,2.189766036666667,
50.0,3.0,LiMnF3,661.7984887208629,2.982710706362964,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-774399,-6.3295171656,-2.968442153352874,,,
10.0,3.0,LiMnF3,103.98842920962474,3.796486691386327,Orthorhombic,Cmcm,63.0,mmm,0.1,1.16.2,mp-1176635,-6.341437138000001,-2.9803621257528747,,,
20.0,3.0,LiMnF3,269.7844974731704,2.9267114400579723,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-754770,-6.337088572000001,-2.9760135597528743,,,
20.0,3.0,LiMnF3,253.7839876421476,3.1112340161443974,Orthorhombic,Cmcm,63.0,mmm,0.1,1.16.2,mp-1176636,-6.332934342500001,-2.9718593302528746,,,
20.0,3.0,LiMnF3,234.25534236895334,3.3706013579891994,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-1176632,-6.364553785,-3.0034787727528736,,,
40.0,3.0,LiMnF3,553.9437556390793,2.850763699625378,Orthorhombic,Pbcn,60.0,mmm,0.1,1.16.2,mp-777298,-6.35977178375,-2.998696771502874,,,
20.0,3.0,LiMnF3,255.2273736483216,3.093639070991598,Orthorhombic,Ibam,72.0,mmm,0.1,1.16.2,mp-763191,-6.3054804785,-2.9444054662528742,,,
10.0,3.0,LiMnF3,124.314426343666,3.175743147147818,Trigonal,R-3c,167.0,-3m,0.1,1.16.2,mp-752938,-6.374343016,-3.0132680037528745,,,
10.0,3.0,LiMnF3,118.32417853187748,3.336517459499199,Trigonal,R-3,148.0,-3,0.1,1.16.2,mp-752829,-6.368059022,-3.006984009752874,,,
40.0,3.0,LiMnF3,490.9415900625844,3.216600064396111,Tetragonal,P4_2/n,86.0,4/m,0.1,1.16.2,mp-759042,-6.3306632355,-2.9695882232528747,,,
20.0,3.0,LiMnF3,215.82661626550947,3.658405940691196,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-776951,-6.3694095065,-3.008334494252874,,,
60.0,3.0,LiMnF3,803.4280426128704,2.948296548887614,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-779317,-6.342484478666667,-2.981409466419541,,,
10.0,3.0,LiMnF3,161.47407489331906,2.4449168562404555,Orthorhombic,Cmc2_1,36.0,mm2,0.1,1.16.2,mp-1176634,-6.321410674000001,-2.9603356617528744,,,
20.0,3.0,LiMnF3,252.1597564876359,3.131274340137358,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-1176630,-6.378835669999999,-3.0177606577528735,,,
40.0,3.0,LiMnF3,441.1836538346783,3.579377287631302,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-778697,-6.355703264250001,-2.9946282520028746,,,
20.0,3.0,LiMnF3,244.86966838756607,3.2244964445956352,Orthorhombic,Pnna,52.0,mmm,0.1,1.16.2,mp-759093,-6.3789965685,-3.017921556252874,,,
70.0,3.0,LiMnF3,925.2028506676169,2.9869501708446182,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-759538,-6.3370570950000005,-2.9759820827528736,,,
40.0,3.0,LiMnF3,521.2157011473794,3.0297681875924773,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-757275,-6.33221721725,-2.9711422050028746,,,
40.0,3.0,LiMnF3,503.14100994923757,3.138608698124928,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-759032,-6.31520345875,-2.9541284465028737,,,
30.0,3.0,LiMnF3,491.78593982058464,2.408308100653744,Trigonal,R-3,148.0,-3,0.1,1.16.2,mp-763003,-6.314515203333333,-2.9534401910862074,,,
30.0,3.0,LiMnF3,356.5187030651735,3.3220474900050867,Trigonal,P3c1,158.0,3m,0.1,1.16.2,mp-1371141,-6.376203399,-3.0151283867528735,,,
40.0,3.0,LiMnF3,527.3267746789631,2.9946568731910745,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-759492,-6.3687888492499996,-3.0077138370028735,,,
20.0,3.0,LiMnF3,262.5736035238223,3.007085878049365,Monoclinic,C2/m,12.0,2/m,0.1,1.16.2,mp-777655,-6.3499353415,-2.988860329252874,,,
30.0,3.0,LiMnF3,400.6969412754181,2.9557801436858315,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-778633,-6.342207005333334,-2.9811319930862075,,,
30.0,3.0,LiMnF3,359.9885776407317,3.2900267847929627,Trigonal,R-3c,167.0,-3m,0.1,1.16.2,mp-779073,-6.3547667836666655,-2.9936917714195395,,,
80.0,3.0,LiMnF3,934.1590796201106,3.380928975934651,Tetragonal,I4_1/a,88.0,4/m,0.1,1.16.2,mp-759023,-6.346211247625,-2.985136235377874,,,
40.0,3.0,LiMnF3,483.01332597530217,3.2693978929491996,Orthorhombic,Pccn,56.0,mmm,0.1,1.16.2,mp-777355,-6.3872151407499995,-3.026140128502874,,,
20.0,3.0,LiMnF3,250.2289217503159,3.15543610859212,Trigonal,P-31c,163.0,-3m,0.1,1.16.2,mp-756130,-6.342193985500001,-2.9811189732528747,,,
20.0,3.0,LiMnF3,267.3342907015824,2.953535713779442,Hexagonal,P6_322,182.0,622,0.1,1.16.2,mp-753025,-6.3240310410000005,-2.962956028752875,,,
30.0,3.0,LiMnF3,373.182076422699,3.1737110045874872,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-778800,-6.332929426999999,-2.971854414752873,,,
60.0,3.0,LiFeO3,633.7258103762583,3.4834274833049075,Monoclinic,Cm,8.0,m,0.1,1.16.2,mp-760833,-6.4781542226666655,-1.4343521805833328,,,
20.0,3.0,LiFeO3,197.85461430432758,3.7191246250960748,Orthorhombic,Pnna,52.0,mmm,0.1,1.16.2,mp-756941,-6.4609133395,-1.4171112974166669,,,
10.0,3.0,LiFeO3,96.44365165026527,3.8149010103667456,Monoclinic,C2/m,12.0,2/m,0.1,1.16.2,mp-761189,-6.177499294,-1.1336972519166673,,,
5.0,3.0,LiFeO3,53.878919459443516,3.4143500632098185,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1185320,-6.294544591999999,-1.2507425499166664,,,
10.0,3.0,LiFeO3,108.3022062613327,3.3971882644408833,Monoclinic,C2/m,12.0,2/m,0.1,1.16.2,mp-752790,-6.437056763000001,-1.393254720916668,,,
20.0,3.0,LiFeO3,204.41876740507468,3.5996986851503907,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-752521,-6.462050524,-1.4182484819166667,,,
80.0,3.0,LiFeF3,910.0690274790987,3.4969018301631376,Tetragonal,I4_1/a,88.0,4/m,0.1,1.16.2,mp-777683,-5.935950602,-2.7132744061666663,,,
20.0,3.0,LiFeF3,263.5711655828217,3.018560509767178,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-754707,-5.9850982385,-2.7624220426666666,,,
20.0,3.0,LiFeF3,228.6063995238233,3.480241645023156,Trigonal,R3,146.0,3,0.1,1.16.2,mp-777888,-6.008078518,-2.7854023221666666,,,
20.0,3.0,LiFeF3,246.41519718834505,3.2287193363869457,Monoclinic,C2/m,12.0,2/m,0.1,1.16.2,mp-755103,-5.9467939385,-2.7241177426666665,,,
40.0,3.0,LiFeF3,506.00327496617444,3.1446654648422845,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-776077,-6.003502576,-2.7808263801666664,,,
80.0,3.0,LiFeF3,1017.8541753478848,3.1265991974525726,Orthorhombic,Pbca,61.0,mmm,0.1,1.16.2,mp-780803,-6.005163933125,-2.7824877372916665,,,
30.0,3.0,LiFeF3,369.94238490831424,3.2259300815401013,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-1176718,-5.961999351666667,-2.7393231558333335,,,
20.0,3.0,LiFeF3,241.2547621212186,3.2977815855168875,Orthorhombic,Cmcm,63.0,mmm,0.1,1.16.2,mp-1176705,-5.9753444875,-2.7526682916666667,,,
20.0,3.0,LiFeF3,234.24409766643373,3.396480508441938,Orthorhombic,Pbcm,57.0,mmm,0.1,1.16.2,mp-1176706,-6.0108924555000005,-2.7882162596666666,,,
10.0,3.0,LiFeF3,112.61426282858187,3.532436708983564,Trigonal,R-3,148.0,-3,0.1,1.16.2,mp-754051,-5.797996269,-2.5753200731666666,,,
20.0,3.0,LiFeF3,242.2023678018626,3.2848791659727663,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-755575,-5.948791043,-2.7261148471666665,,,
20.0,3.0,LiFeF3,237.40632156159822,3.3512397930616236,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-754581,-5.9623874185,-2.7397112226666662,,,
60.0,3.0,LiFeF3,682.9335100050309,3.494947166682819,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-776604,-5.9768614095000006,-2.7541852136666667,,,
10.0,3.0,LiFeF3,122.94142328847299,3.2357097008499003,Monoclinic,P2_1/m,11.0,2/m,0.1,1.16.2,mp-755179,-5.94359481,-2.720918614166666,,,
20.0,3.0,LiFeF3,225.31518513743333,3.531078082714771,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-754816,-6.004866095,-2.7821898991666663,,,
20.0,3.0,LiFeF3,246.4648568403223,3.2280687889594835,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-754994,-5.9892529585,-2.7665767626666664,,,
10.0,3.0,LiFeF3,113.16457889730091,3.515258571604987,Monoclinic,Cc,9.0,m,0.1,1.16.2,mp-761166,-6.02037269,-2.7976964941666664,,,
10.0,3.0,LiFeF3,102.62580235865941,3.8762450263780064,Orthorhombic,Cmcm,63.0,mmm,0.1,1.16.2,mp-755136,-5.956579181,-2.7339029851666665,,,
20.0,3.0,LiFeF3,230.63589790451795,3.4496169901139515,Cubic,P2_13,198.0,23,0.1,1.16.2,mp-1176709,-5.988241201999999,-2.7655650061666663,,,
20.0,3.0,LiFeF3,239.5548928975201,3.3211824743732796,Triclinic,P1,1.0,1,0.1,1.16.2,mp-777622,-5.9928160375,-2.7701398416666665,,,
20.0,3.0,LiFeF3,256.31748984224265,3.103984485925202,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-777899,-5.977178673,-2.7545024771666666,,,
20.0,3.0,LiFeF3,245.39499242053014,3.2421424092395217,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-756113,-6.000458599,-2.777782403166666,,,
40.0,3.0,LiFeF3,460.83351136849024,3.4528978136984145,Orthorhombic,Pccn,56.0,mmm,0.1,1.16.2,mp-776080,-6.01597288775,-2.793296691916667,,,
40.0,3.0,LiFeF3,534.3840404179251,2.9776544648279297,Orthorhombic,Pbcn,60.0,mmm,0.1,1.16.2,mp-776017,-5.9937186855,-2.7710424896666668,,,
10.0,3.0,LiFeF3,108.89442933246478,3.653104740154128,Orthorhombic,C222_1,20.0,222,0.1,1.16.2,mp-1176698,-6.008428476,-2.7857522801666663,,,
90.0,3.0,LiFeF3,1154.4352068978933,3.1012782548080358,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-1176724,-5.853118423555555,-2.6304422277222224,,,
50.0,3.0,LiFeF3,641.2963371903874,3.1015517546352886,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-775760,-5.9597592778,-2.737083081966667,,,
40.0,3.0,LiFeF3,473.5403247878109,3.360243976257419,Tetragonal,P4_2/n,86.0,4/m,0.1,1.16.2,mp-776027,-5.9517590205,-2.7290828246666665,,,
10.0,3.0,LiFeF3,124.85667848041922,3.186075112779744,Tetragonal,I4/mcm,140.0,4/mmm,0.1,1.16.2,mp-1097043,-5.86642065,-2.6437444541666664,,,
10.0,3.0,LiFeF3,117.40262695151041,3.3883633296817646,Monoclinic,P2_1/m,11.0,2/m,0.1,1.16.2,mp-780639,-6.012686197,-2.7900100011666664,,,
30.0,3.0,LiFeF3,477.3069827255176,2.500295011604103,Trigonal,R-3,148.0,-3,0.1,1.16.2,mp-777489,-5.951899718333333,-2.7292235224999994,,,
30.0,3.0,LiFeF3,349.0622971710539,3.41889765117658,Trigonal,R-3c,167.0,-3m,0.1,1.16.2,mp-777470,-5.831450833000001,-2.608774637166667,,,
10.0,3.0,LiFeF3,121.13969386561502,3.283834912213861,Orthorhombic,Cmmm,65.0,mmm,0.1,1.16.2,mp-1407616,-5.4771706600000005,-2.2544944641666667,,,
15.0,3.0,LiFeF3,180.53201057788374,3.3052539106286822,Triclinic,P1,1.0,1,0.1,1.16.2,mp-760354,-5.952500942,-2.7298247461666665,,,
10.0,3.0,LiFeF3,108.89513819538375,3.653080959932786,Hexagonal,P6_322,182.0,622,0.1,1.16.2,mp-1446564,-5.629792561,-2.4071163651666665,,,
10.0,3.0,LiFeF3,117.0124832668619,3.399660829892533,Orthorhombic,Cmc2_1,36.0,mm2,0.1,1.16.2,mp-777522,-6.021427504,-2.798751308166666,,,
70.0,3.0,LiFeF3,894.2419469688558,3.113943940154512,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-776524,-5.967386935857143,-2.7447107400238093,,,
20.0,3.0,LiFeF3,217.7291806259034,3.654106030503097,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-756109,-5.9810104775,-2.7583342816666665,,,
10.0,3.0,LiFeF3,121.13866971366161,3.283862674991411,Orthorhombic,Amm2,38.0,mm2,0.1,1.16.2,mp-777672,-5.9752016050000005,-2.7525254091666667,,,
40.0,3.0,LiFeF3,481.6491405467986,3.3036725074953517,Tetragonal,P4_2/n,86.0,4/m,0.1,1.16.2,mp-776026,-5.94305345475,-2.720377258916667,,,
30.0,3.0,LiFeF3,388.7074202788242,3.070196774366624,Triclinic,P-1,2.0,-1,0.1,1.16.2,mp-1176707,-5.971748182333333,-2.7490719864999997,,,
15.0,3.0,LiCoF3,171.61047271394716,3.566730687263,Triclinic,P1,1.0,1,0.1,1.16.2,mp-759500,-5.539686688000001,-2.5893511751666676,,,
15.0,3.0,LiCoF3,172.2611484222777,3.553258206453398,Trigonal,P3,143.0,3,0.1,1.16.2,mp-764370,-5.539011968,-2.588676455166667,,,
5.0,3.0,LiNiO3,53.80230863498618,3.5071240682157314,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1185261,-5.21204689,-0.7062217539166668,,,
10.0,3.0,LiNiF3,101.62203983838734,4.007619956980738,Trigonal,R-3,148.0,-3,0.1,1.16.2,mp-758501,-5.332537152,-2.6478378621666665,7.380085481541339,2.308304414277937,
20.0,3.0,LiCuF3,226.77268827836045,3.7339450521033446,Orthorhombic,Amm2,38.0,mm2,0.1,1.16.2,mp-760814,-4.630067146,-2.2815538581666663,,,
10.0,3.0,LiCuF3,100.69027687579657,4.204759305576491,Trigonal,R3c,161.0,3m,0.1,1.16.2,mp-758052,-4.691166396,-2.3426531081666666,,,
20.0,3.0,LiCuF3,223.78167295817707,3.783852118700578,Monoclinic,P2_1/c,14.0,2/m,0.1,1.16.2,mp-753405,-4.6835011735,-2.334987885666667,,,
20.0,3.0,LiCuF3,226.35658836777884,3.7408089751439784,Triclinic,P1,1.0,1,0.1,1.16.2,mp-761262,-4.673167987,-2.324654699166667,,,
30.0,3.0,LiCuF3,323.59462028929926,3.925081124303655,Hexagonal,P6_122,178.0,622,0.1,1.16.2,mp-761897,-4.661257459666667,-2.312744171833334,,,
40.0,3.0,LiGaCl3,894.6761596929997,2.717558421948949,Orthorhombic,Pnma,62.0,mmm,0.1,1.16.2,mp-29344,-3.8109465512499994,-1.714420777416666,,,['icsd-202641']
20.0,3.0,LiGaBr3,548.321490832187,3.8324575382760298,Monoclinic,P2_1/m,11.0,2/m,0.1,1.16.2,mp-28327,-3.3890122485,-1.4697914726666668,,,['icsd-61338']
20.0,3.0,LiGaI3,701.2367235116269,4.33230623565728,Monoclinic,P2_1/m,11.0,2/m,0.1,1.16.2,mp-29345,-2.9085826215,-1.0371590336666667,,,['icsd-202642']
5.0,3.0,LiGeO3,51.781045338759334,4.091270160724233,Cubic,Pm-3m,221.0,m-3m,0.1,1.16.2,mp-1185303,-5.94324491,-1.6688415389166664,,,
10.0,3.0,LiAsO3,94.39200396968975,4.569008444596072,Trigonal,R-3,148.0,-3,0.1,1.16.2,mp-9657,-6.269220309,-1.987598827916667,11.351534570077694,3.6153915399999996,['icsd-202862']
20.0,3.0,LiAsO3,229.1600080770351,3.7639888989258443,Monoclinic,C2/c,15.0,2/m,0.1,1.16.2,mp-559767,-6.233445392,-1.951823910916667,,,['icsd-16617']
